title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Haldane Effect,haldane-effect,HySriGRO2xZ,478,"Dr. Mobeen discusses oxygen pressure changes to help load or unload carbon dioxide from the hemoglobin.\r\n\r\nOxygen pressure changes are critical for CO2 movement in and out of the body. \r\n\r\nIn lungs, we have more oxygen pressure which favors unloading of the carbon dioxide. This will help carbon dioxide eject from the body.\r\n\r\nOn the other hands in the peripheral tissues oxygen pressure is less. This allows carbon dioxide to be loaded on to the hemoglobin and move away from the tissue.\r\n",,57c6515c1a4f528e46bc4708,,
Pulmonary Function Tests (PFTs),pulmonary-function-tests-pfts,H1UHiMCO2x-,1795,This video presents the lung function tests.,,57c6515c1a4f528e46bc4708,,
Regulation of Breathing,regulation-of-breathing,r1PSoGC_hgZ,1961,"This video discusses: Control of respiration by a) Chemoreceptors, both central and peripheral. b) Neuronal control c) Respiratory rhythm d) Nerves involved in the respiratory control e) Effect of carbon dioxide and oxygen pressure changes on breathing rate and rhythm",,57c6515c1a4f528e46bc4708,,
Protective Mechanisms from Pneumonia,protective-mechanisms-from-pneumonia,BkOSizA_2gW,1184,"This video introduced the normal protective mechanisms of the respiratoty system. Mechanism introduced are: Protections in the nose, mouth, pharynx, and upper airways Mucocilliary elevator Antibodies Macrophages Moisture on the airway surfaces Etc.",,57c6515c1a4f528e46bc4708,,
General Principles of Hemodynamics (Part 2),general-principles-of-hemodynamics-part-2,B1tBof0O3eb,762,Heart as two pumps Series and parallel circuits Chemical composition of the venous and arterial blood Blood flow direction Various pressures in the CVS,[  ],57c6515c1a4f528e46bc4708,,
Sinoatrial Nodal Block (SA Nodal Block),sinoatrial-nodal-block-sa-nodal-block,Sy5roGRO3gZ,719,This video discusses SA nodal block with its pathogenesis ECG changes and clinical importance.,[  ],57c6515c1a4f528e46bc4708,,
Paroxysmal Tachycardia,paroxysmal-tachycardia,rksHjMRu3x-,1270,This video discusses: Atrial and ventricular proxysmal tachycardia. Atrial fibrillation Ventricular tachycardia and v-fib Pathogenesis of the tachcardia and v-fib Cirsuc movemens Wolff parkinson white syndrome ECG showing these pathologies,[  ],57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 1),overview-innate-and-acquired-arm-1,rkhSjfCd2lW,599,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",[  ],57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 2),overview-innate-and-acquired-arm-2,r16SizRO3eb,404,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",[  ],57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 3),overview-innate-and-acquired-arm-3,SkABjMRO2e-,599,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",,57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 4),overview-innate-and-acquired-arm-4,SJ18ozCOhl-,391,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",,57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 5),overview-innate-and-acquired-arm-5,HkgUsGCu3eb,690,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",,57c6515c1a4f528e46bc4708,,
Overview (Innate and Acquired Arm - 6),overview-innate-and-acquired-arm-6,SkWUoGCO2e-,316,"In this lecture, we will discuss the high-level functions and categories of the immune system. We will look at the innate and acquired arm of the immune defense mechanisms.\r\n\r\n",,57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 1),overview-immune-cells-1,rkG8sGAO3x-,599,,[  ],57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 2),overview-immune-cells-2,ryXIsMRO3lZ,387,,[  ],57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 3),overview-immune-cells-3,r1EIiMC_3eZ,599,,[  ],57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 4),overview-immune-cells-4,HJSUsz0O3e-,377,,,57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 5),overview-immune-cells-5,B18LsMCdnxZ,599,,,57c6515c1a4f528e46bc4708,,
Overview (Immune Cells - 6),overview-immune-cells-6,S1vLjz0une-,333,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 1),neutrophils-part-1,ByOUiMAOnxW,599,,[  ],57c6515c1a4f528e46bc4708,,
Neutrophils (part 2),neutrophils-part-2,S1tLsf0O2gZ,395,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 3),neutrophils-part-3,SJ9LsfAunlZ,599,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 4),neutrophils-part-4,rkiIiz0dngZ,384,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 5),neutrophils-part-5,B13UoG0O2lZ,599,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 6),neutrophils-part-6,B1aLiMRu2e-,384,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 7),neutrophils-part-7,SyRUizAu2gZ,805,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 8),neutrophils-part-8,SJkwofRO2gb,599,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 9),neutrophils-part-9,B1lwsfRuhlZ,389,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 10),neutrophils-part-10,BJbwsfRO3xW,599,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 11),neutrophils-part-11,r1GviGAunx-,391,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 12),neutrophils-part-12,SJXDiMC_3xZ,195,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 13),neutrophils-part-13,HJNDoGC_hlb,763,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 14),neutrophils-part-14,Byrwiz0Onl-,885,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 15),neutrophils-part-15,HJIwoGCOhlb,860,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 16),neutrophils-part-16,rJwwoMR_hxb,863,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 17),neutrophils-part-17,HyuPszAdngb,592,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 18),neutrophils-part-18,rktviG0dhl-,792,,,57c6515c1a4f528e46bc4708,,
Neutrophils (part 19),neutrophils-part-19,rJ9PoGROhgW,205,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 1),mast-and-basal-cells-part-1,B1ivszR_neW,822,,[  ],57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 2),mast-and-basal-cells-part-2,r1hPiGCOhxZ,896,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 3),mast-and-basal-cells-part-3,ry6viGROhgW,640,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 4),mast-and-basal-cells-part-4,ByAwjGRO3xZ,643,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 5),mast-and-basal-cells-part-5,ryyOjfRO3lZ,312,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 6),mast-and-basal-cells-part-6,SkguszA_hxW,127,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 7),mast-and-basal-cells-part-7,SJW_ofC_neW,729,,,57c6515c1a4f528e46bc4708,,
Mast and Basal Cells (part 8),mast-and-basal-cells-part-8,HyzujzRuhl-,278,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 1),macrophages-part-1,S1XuifCO2eb,601,,[  ],57c6515c1a4f528e46bc4708,,
Macrophages (part 2),macrophages-part-2,ByN_ofCunl-,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 3),macrophages-part-3,HySdoGAO2e-,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 4),macrophages-part-4,Sk8uofRd3gW,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 5),macrophages-part-5,r1DOifA_hl-,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 6),macrophages-part-6,SJddjf0_nlW,543,,,57c6515c1a4f528e46bc4708,,
Macrophage (Part 7),macrophage-part-7,B1KOsz0_neW,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 8),macrophages-part-8,S19OiG0u3e-,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 9),macrophages-part-9,H1i_jM0dhg-,599,,,57c6515c1a4f528e46bc4708,,
Macrophages (part 10),macrophages-part-10,HJ2dszAungZ,493,,,57c6515c1a4f528e46bc4708,,
T Cells (part 1),t-cells-part-1,Sypdjz0d3gZ,599,,[  ],57c6515c1a4f528e46bc4708,,
T Cells (part 2),t-cells-part-2,H1COizRungW,599,,,57c6515c1a4f528e46bc4708,,
T Cells (part 3),t-cells-part-3,Hkytiz0d3lW,424,,,57c6515c1a4f528e46bc4708,,
T Cells (part 4),t-cells-part-4,rkxYszR_ngZ,599,,,57c6515c1a4f528e46bc4708,,
T Cells (part 5),t-cells-part-5,rJWtjzCdng-,51,,,57c6515c1a4f528e46bc4708,,
T Cells (part 6),t-cells-part-6,S1zYjGR_3eZ,339,,,57c6515c1a4f528e46bc4708,,
T Cells (part 7),t-cells-part-7,r17tozRdne-,599,,,57c6515c1a4f528e46bc4708,,
T Cells (part 8),t-cells-part-8,SkEtsz0dnlZ,599,,,57c6515c1a4f528e46bc4708,,
T Cells (part 10),t-cells-part-10,H1HKifAO2x-,599,,,57c6515c1a4f528e46bc4708,,
T Cells Maturation and Selection (part 4),t-cells-maturation-and-selection-part-4,Sk8KiMCd3xb,584,,,57c6515c1a4f528e46bc4708,,
T Cells Maturation and Selection (part 1),t-cells-maturation-and-selection-part-1,HkDFiM0_3lb,441,,[  ],57c6515c1a4f528e46bc4708,,
T Cells Maturation and Selection (part 2),t-cells-maturation-and-selection-part-2,SJdKiz0d2eb,746,,,57c6515c1a4f528e46bc4708,,
T Cells Maturation and Selection (part 3),t-cells-maturation-and-selection-part-3,HJFYoG0OhgZ,1008,,,57c6515c1a4f528e46bc4708,,
T Cell Receptors and Immunoglobulins (part 1),t-cell-receptors-and-immunoglobulins-part-1,Bk5tjMR_heZ,1071,,,57c6515c1a4f528e46bc4708,,
T Cell Receptors and Immunoglobulins (part 2),t-cell-receptors-and-immunoglobulins-part-2,BkoFsfAd3eZ,899,,,57c6515c1a4f528e46bc4708,,
T Cell Receptors and Immunoglobulins (part 3),t-cell-receptors-and-immunoglobulins-part-3,S12FofRdhxb,1022,,,57c6515c1a4f528e46bc4708,,
T Cell Receptors and Immunoglobulins (part 4),t-cell-receptors-and-immunoglobulins-part-4,r1TKiz0_hgb,450,,,57c6515c1a4f528e46bc4708,,
T Cell Functions (part 1),t-cell-functions-part-1,r1CKozRd3eb,893,,[  ],57c6515c1a4f528e46bc4708,,
T Cell Functions (part 2),t-cell-functions-part-2,HkkcsfRO3xW,862,,,57c6515c1a4f528e46bc4708,,
T Cell Functions (part 3),t-cell-functions-part-3,HkgcoM0u2xb,879,,,57c6515c1a4f528e46bc4708,,
T Cell Functions (part 4),t-cell-functions-part-4,HJ-qjMR_hxZ,883,,,57c6515c1a4f528e46bc4708,,
T Cell Functions (part 5),t-cell-functions-part-5,HJG9sGROhx-,454,,,57c6515c1a4f528e46bc4708,,
T Cell Functions (part 6),t-cell-functions-part-6,BkmqiMA_3gZ,502,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 1),b-cell-functions-part-1,rJN9ifCO3e-,595,,[  ],57c6515c1a4f528e46bc4708,,
B Cell Functions (part 2),b-cell-functions-part-2,Syr5jMA_neb,844,,[  ],57c6515c1a4f528e46bc4708,,
B Cell Functions (part 3),b-cell-functions-part-3,BkLcjf0O2x-,907,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 4),b-cell-functions-part-4,ryD9izRO3eW,427,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 5),b-cell-functions-part-5,ryd5sGCuhxW,869,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 6),b-cell-functions-part-6,BkYqofCuhgW,923,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 7),b-cell-functions-part-7,B1qqjMAuhe-,919,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 8),b-cell-functions-part-8,HyoqjfAOhxW,815,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 9),b-cell-functions-part-9,BJh9jGCunlZ,828,,,57c6515c1a4f528e46bc4708,,
B Cell Functions (part 10),b-cell-functions-part-10,BkpcoGRO3g-,590,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 1),immunoglobulins-part-1,rJR5ofCOneW,291,,[  ],57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 2),immunoglobulins-part-2,Byyisz0unxb,940,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 3),immunoglobulins-part-3,BJljsz0uhgZ,1137,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 4),immunoglobulins-part-4,H1bjiMAunlW,972,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 5),immunoglobulins-part-5,r1MsiGA_2l-,1200,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 6),immunoglobulins-part-6,r1QosGCOnxb,1092,,,57c6515c1a4f528e46bc4708,,
Immunoglobulins (part 7),immunoglobulins-part-7,HyNiizC_3gW,500,,,57c6515c1a4f528e46bc4708,,
Complement System,complement-system,rJrijG0d3xb,3659,,[  ],57c6515c1a4f528e46bc4708,,
Type 1 Hypersensitivity Reaction,type-1-hypersensitivity-reaction,H1UosG0uhgb,4068,Dr. Mobeen Syed presents type 1 hypersensitivity reaction.,[  ],57c6515c1a4f528e46bc4708,,
Type II Hypersensitivity Reactions,type-ii-hypersensitivity-reactions,rkPjszRd3g-,4201,"Dr. Syed presents type II hypersensitivity reactions. A quick difference between the four types of allergic reactions is discussed.\r\nCharacteristics of the type II hypersensitivity reactions. The role of antigen. Attachment of the antigen on the surface of a tissue.\r\nAntigen binding configuration and its significance.\r\nPenicillin reaction causing type II hypersensitivity reaction.\r\nMechanisms of the tissue damage during the type II hypersensitivity reactions.\r\nCytotoxic mechanisms, inflammatory mechanisms, and cellular mechanisms of damage are discussed.\r\nPernicious Anemia\r\nGrave's diseases\r\nDiabetes Mellitus\r\nNeutrophils and their activation causing small vessel vasculitis.\r\n",[  ],57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 1),type-iii-hypersensitivity-reactions-part-1,S1Oiiz0u3eZ,295,,[  ],57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 2),type-iii-hypersensitivity-reactions-part-2,HktsszCd2xZ,295,,,57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 3),type-iii-hypersensitivity-reactions-part-3,S19sjf0_3lZ,295,,,57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 4),type-iii-hypersensitivity-reactions-part-4,r1jjszRd3eW,295,,[  ],57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 5),type-iii-hypersensitivity-reactions-part-5,r1hisG0une-,295,,,57c6515c1a4f528e46bc4708,,
Type III Hypersensitivity Reactions (part 6),type-iii-hypersensitivity-reactions-part-6,BJaiifROhx-,246,,,57c6515c1a4f528e46bc4708,,
Type IV Hypersensitivity Reactions,type-iv-hypersensitivity-reactions,ryRssf0u2lb,1979,,[  ],57c6515c1a4f528e46bc4708,,
Tumor Immunity,tumor-immunity,Sk12izAOnl-,1571,,[  ],57c6515c1a4f528e46bc4708,,
Immune Pathology,immune-pathology,r1e3sMCO3xb,2344,,[  ],57c6515c1a4f528e46bc4708,,
Immune Pharmacology,immune-pharmacology,HJZ3ofRu3eb,649,,[  ],57c6515c1a4f528e46bc4708,,
Type 1 Hypersensitivity Reactions - Allergies (urdu-Hindi),type-1-hypersensitivity-reactions-allergies-urdu-hindi,ryMnjM0Onl-,3504,,,57c6515c1a4f528e46bc4708,,
Penicillin: Mechanism of Action,penicillin-mechanism-of-action,S1QhiG0Ohxb,735,Mechanism of action of Penicillin and Vancomycin. Complete pharmacology of these drugs will follow later. \r\n\r\nDr. Mobeen covers the following topics in this brief video: \r\nPenicillin-binding proteins \r\nCell wall's N-acetylmuramic Acid N-Acetylglucosamine \r\nBacterial defense against Penicillin\r\n,[  ],57c6515c1a4f528e46bc4708,,
